Title;Author;Publisher;Published Date;Format;Pages;Series;Volume;Language;ISBN;Page Read;Item Url;Icon Path;Photo Path;Image Url;Summary;Location;Price;Genres;Rating;Added Date;Copy Index;Read;Started Reading Date;Finished Reading Date;Favorite;Comments;Tags;BookShelf;Settings
Il faraone delle sabbie (Oscar bestsellers Vol. 987);Manfredi, Valerio Massimo;MONDADORI;2010-10-07;Ebook;390;Oscar bestsellers;987;Italiano;9788804470809;;https://www.amazon.it/dp/B005SZ7PS2?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51D8Ms0XfsL._SL500_.jpg;"Gerusalemme, assedio babilonese del 586 a. C.: fuggendo attraverso un tunnel, il profeta Geremia porta in salvo l'Arca dell'Alleanza e la nasconde in una cavità del monte Horeb. Ritorna spaventato e sconvolto da una scoperta che sembra avergli cancellato il senno. Poi, scompare nel nulla... Medio Oriente, II millennio d.C.. Il professor William Blake, egittologo di fama mondiale, viene prelevato nel cuore della notte dagli emissari di una compagnia di scavi per esaminare una strana tomba egizia. E mentre lo scontro fra i terroristi palestinesi e il Mossad rischia di far esplodere la polveriera del Medio Oriente, Blake si trova davanti al più misterioso caso della sua vita. La tomba di un faraone nel deserto Paran, migliaia di chilometri lontano dal Nilo. Un'ipotesi sconvolgente che si fa strada nella sua mente, un'ipotesi che potrebbe far crollare i più sottili equilibri del mondo... Thriller magistrale e rompicapo archeologico, ""Il faraone delle sabbie"" inchioda il lettore a un'avventura estrema e misteriosa. Che non conosce, fino all'epilogo, un solo momento di pausa.";;;Narrativa storica;3.50;2026-05-23;;;;;;;;Sala;
Il Gattopardo;Lampedusa, Giuseppe Tomasi di;Feltrinelli Editore;2013-11-01;Ebook;275;;;Italiano;9788807883828;;https://www.amazon.it/dp/B015EHAR1A?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41EKkgSWYJL._SL500_.jpg;Siamo in Sicilia, all’epoca del tramonto borbonico: è di scena una famiglia della più alta aristocrazia isolana, colta nel momento rivelatore del trapasso di regime, mentre già incalzano i tempi nuovi (dall’anno dell’impresa dei Mille di Garibaldi la storia si prolunga fino ai primordi del Novecento). Accentrato quasi interamente intorno a un solo personaggio, il principe Fabrizio Salina, il romanzo, lirico e critico insieme, ben poco concede all’intreccio e al romanzesco tanto cari alla narrativa dell’Ottocento. L’immagine della Sicilia che invece ci offre è un’immagine viva, animata da uno spirito alacre e modernissimo, ampiamente consapevole della problematica storica e politica contemporanea.;;;Classici;4.01;2026-05-23;;;;;;;;Sala;
Il gioco di Ripper;"Allende, Isabel; Liverani, Elena";Feltrinelli;2013-12-04;Copertina flessibile;462;;;Italiano;9788807030727;;https://www.amazon.it/dp/8807030721?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41DEAOU1HnL._SL500_.jpg;Per Amanda e i suoi amici Ripper era solo un gioco. Ma quando San Francisco è scossa da una serie di misteriosi omicidi, Amanda sembra l’unica in grado di risolvere l’enigma. Le donne della famiglia Jackson, Indiana e Amanda, madre e figlia, sono molto legate pur essendo diverse come il giorno e la notte. Indiana, guaritrice in una clinica olistica, è una donna libera e fiera della propria vita. Sposata e poi separatasi molto giovane dal padre di Amanda, è riluttante a lasciarsi coinvolgere sentimentalmente, che sia con Alan, ricco erede di una delle famiglie dell’alta borghesia di San Francisco, o con Ryan, enigmatico e affascinante ex navy seal, ferito durante la sua ultima missione. Mentre la madre vede soprattutto il lato buono delle persone, Amanda, come suo padre, ispettore capo della Sezione Omicidi della polizia di San Francisco, è affascinata dal lato oscuro della natura umana. Brillante e introversa, appassionata lettrice, dotata di un eccezionale talento per le indagini criminali, si diletta a giocare a Ripper, un gioco online ispirato a Jack the Ripper, Jack lo Squartatore, in cui bisogna risolvere casi misteriosi. Quando la città è scossa da una serie di efferati omicidi, Amanda si butta a capofitto nelle indagini, scoprendo, prima della polizia, che i delitti potrebbero avere un legame fra loro. Ma il caso diventa fin troppo personale quando sparisce Indiana. La scomparsa della madre è collegata al serial killer? Ora la giovane detective si ritrova ad affrontare il mistero più complesso che le sia mai capitato, e deve risolverlo prima che sia troppo tardi.;;;Trade (local);3.35;2026-05-23;;;;;;;;Sala;
Il mio nome è Emilia del Valle;"Allende, Isabel; Liverani, Elena";Feltrinelli;2025-05-20;Copertina flessibile;320;;;Italiano;9788807036385;;https://www.amazon.it/dp/880703638X?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/417eRjJftJL._SL500_.jpg;Emilia del Valle Walsh nasce a San Francisco nel 1866. Sua madre, Molly Walsh, è una suora irlandese sedotta da un aristocratico cileno. Emilia cresce nel cuore di un umile quartiere messicano, diventando una giovane donna brillante e indipendente che sfida le norme sociali per perseguire la sua passione per la scrittura. Da giovanissima, inizia a scrivere romanzi d’avventura sotto lo pseudonimo di Brandon J. Price, ma la sua carriera decolla quando diventa editorialista al San Francisco Examiner. Emilia convince il suo editore a mandarla in Cile per coprire una guerra civile con interessi economici e politici statunitensi. Così, nel 1891, si ritrova a Santiago, una città sull’orlo del baratro. Ospite della (già nota ai lettori) mitica Paulina del Valle, vive gli scontri in prima linea, s’innamora e riprende contatto con il padre biologico in punto di morte. Emilia dovrebbe tornare a San Francisco, anche per coronare il suo amore, ma decide prima di voler vedere una piccola proprietà terriera, l’unica eredità lasciatale dal padre, nei pressi del lago Pirihueico, in una zona disabitata di inviolata bellezza naturalistica. Una storia di amore e guerra, di scoperta e redenzione, raccontata da una giovane donna coraggiosa che affronta sfide monumentali, sopravvive e si reinventa.;;;Multigenerazionale;3.81;2026-05-23;;;;;;;;Sala;
Il mio paese inventato;"Allende, Isabel; Gibilisco, Tiziana";Feltrinelli;2003-04-07;Copertina flessibile;192;;;Italiano;9788807490231;;https://www.amazon.it/dp/8807490234?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/415g4URXOmL._SL500_.jpg;"""Da quando attraversai le Ande ho cominciato inconsapevolmente a inventarmi un paese."" Esattamente ventotto anni dopo il colpo di Stato cileno (11 settembre 1973), l'attentato terrorista a New York mette in ginocchio l'America e Isabel Allende sente il bisogno di riflettere sui propri legami con il paese nativo e con quello di adozione. Il racconto disegna, sul filo di una memoria che aggira i fatti troppo intimi, un paesaggio interiore dove aleggiano gli spiriti dei defunti e dove i ricordi si sovrappongono senza un ordine cronologico. L'autrice evita le date (prima fra tutte quella della sua nascita!) ma fa rivivere le dimore ora scomparse, i paesaggi cancellati dall'edificazione urbana e le persone che hanno segnato la sua vita fino a quando è fuggita alla repressione della dittatura e si è stabilita prima in Venezuela e poi negli Stati Uniti. La nostalgia per il Cile (""La nostalgia è il mio vizio"") è una costante nell'infanzia della protagonista e riemergono, con tratti vivaci ed emozionanti, le figure familiari ""mitiche"" della sua memoria (il nonno, le zie...). Anche le sue opere fanno parte del racconto, collocate nel contesto esistenziale in cui sono state scritte: quelle ispirate alla fantastica memoria familiare (La casa degli spiriti, Eva Luna), le storie che prendono spunto dalla situazione politica cilena o dall'esperienza venezuelana e poi californiana, il libro sulla figlia Paula, che le permette di superare attraverso la scrittura un dolorosissimo dramma personale. Accanto al disegno delle sue ""fonti"" letterarie, in cui sono chiamati a testimoniare ammaglianti spiriti, l'autrice compone un affresco del Cile con paesaggi che si imprimono nello sguardo e descrizioni acutissime. La nostalgia per il paese tanto sognato, la freschezza della memoria, l'emozione della scrittura, l'ideale di giustizia sociale, l'ottimismo e l'amore per la vita hanno un impatto vincente sul lettore.";;;Narrativa contemporanea;3.89;2026-05-23;;;;;;;;Sala;
Il momento è delicato;Ammaniti, Niccolò;Einaudi;2012-04-27;Copertina flessibile;367;;;Italiano;9788806212407;;https://www.amazon.it/dp/8806212400?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41lJkVx6VUL._SL500_.jpg;"La varietà degli intrecci, la capacità di muoversi tra stili diversi ­ dall'horror alla parodia, dal pulp alla commedia, dal grottesco alla farsa tragica ­ rende questo nuovo libro un vero scrigno di autentici gioielli, dove il divertimento della lettura dissimula una critica feroce della società contemporanea. Ma sia che racconti di un mostro alieno nelle vesti di una seduttiva Alba Parietti, o della paranoica scappatella extraconiugale di un marito in vacanza, o di un ladruncolo di appartamenti alle prese con una casa stregata, Ammaniti sa riscattare, anche nelle situazioni più strambe e iperrealistiche, i suoi personaggi con uno sguardo colmo di ""pietas"": perché, in fondo, ciascuno di loro ha un'anima come la nostra.";;;Narrativa contemporanea;3.25;2026-05-23;;;;;;;;Sala;
Il nuovo Zingarelli minore. Vocabolario della lingua italiana;Zingarelli, Nicola;Zanichelli;2008-07-01;Copertina flessibile;1504;;;Italiano;9788808119759;;https://www.amazon.it/dp/8808119750?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51GsX7MgkjL._SL500_.jpg;"""Il nuovo Zingarelli minore"" si propone contemporaneamente come primo e secondo vocabolario. Primo vocabolario per gli allievi della scuola primaria e secondaria, adatto a soddisfare le esigenze di conoscenza della lingua e di arricchimento del lessico, obiettivi fondamentali nello studio dell'Italiano. Secondo vocabolario per chiunque già disponga dello ""Zingarelli maggiore"" e necessiti di un volume facilmente trasportabile e di rapida consultazione. Rispetto alla precedente edizione è cambiato l'aspetto grafico della pagina con l'introduzione del secondo colore, ma soprattutto il vocabolario è stato totalmente rivisto e aggiornato nei contenuti con l'aggiunta di 2000 voci e moltissime nuove accezioni nate con la diffusione del web (Mp3, banner, newsletter, smanettare, phishing, firewall), provenienti dai quotidiani (bipartisan, no global, giustizialismo, delocalizzare, fatwa), dalla divulgazione scientifica (bulimico, clonazione, endogenesi) e anche dal nostro parlare e agire quotidiano (ecosolidale, bypassare, precaricato, tribanda, sushi, gadget). 1504 pagine, 65.000 voci, oltre 900 schede di sfumature di significato, segnalazione dei circa 4500 termini dell'italiano fondamentale, oltre 6000 sinonimi e contrari, 64 tavole illustrate a colori e 200 tavole in bianco e nero con oltre 5200 soggetti, note d'uso, accento; elisione e troncamento; femminile; maiuscola; numero; punto; sillaba e stereotipo, in sigle, abbreviazioni, simboli; proverbi; nomi di persona.";;;Testi di formazione e consultazione;4.33;2026-05-22;;;;;;;;Sala;
Il piano infinito;"Allende, Isabel; Cicogna, Edda";Feltrinelli;2008-02-11;Copertina flessibile;328;;;Italiano;9788807813313;;https://www.amazon.it/dp/8807813319?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51oY-DgyZwL._SL500_.jpg;"""Il seguito lo conosci già, perché lo abbiamo vissuto assieme. La sera in cui ci siamo conosciuti mi chiedesti di raccontarti la mia vita. È lunga, ti ho avvertito. Non importa, ho molto tempo, hai detto, senza sapere in che pasticcio ti mettevi con questo piano infinito."" Il racconto di un'esistenza - ci rammenta Isabel Allende - esige tempo e passione: questo lo spirito del romanzo. Mentre la figura del gringo Gregory Reeves si staglia contro il vasto cielo della sua avventura umana, le vicende si intrecciano ai luoghi, i luoghi alla storia del mondo: il teatro umano di Isabel Allende s'arricchisce di sapori nuovi, di una profonda tensione epica che incatena il lettore. Il Piano infinito è un romanzo che riesce a parlare al cuore a essere intimo e seduttivo, senza trascurare temi come l'emarginazione sociale e il razzismo, il contrasto tra opulenza e miseria, le contraddizioni che hanno segnato la trasformazione della famiglia, l'urgenza dell'assoluto.";;;Narrativa contemporanea;3.78;2026-05-23;;;;;;;;Sala;
Il quaderno di Maya;"Allende, Isabel; Liverani, Elena";Feltrinelli;2011-06-07;Copertina flessibile;398;;;Italiano;9788807018688;;https://www.amazon.it/dp/8807018683?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51Jif9PJL7L._SL500_.jpg;Maya Vidal, l'adolescente protagonista del nuovo romanzo di Isabel Allende, caduta nel circuito dell'alcol e della droga riesce a riemergere dai bassifondi di Las Vegas e in fuga da spacciatori e agenti dell'F.B.I. approda nell'incontaminato arcipelago di Chilo, nel sud del Cile. Amori difficili, frammenti di storia cilena ancora carichi di sofferenza, famiglie disgregate, disagio giovanile, marginalità e degrado trovano come contraltare il valore delle tradizioni locali, il rispetto per l'ambiente e un modello di vita comunitaria nell'affermazione del valore della diversità e del rispetto reciproco. Isabel Allende torna a raccontare la vita di una grande donna, la storia di Maya, in un romanzo che affronta con grande delicatezza le relazioni umane: le amicizie incondizionate, le storie d'amore palpabili come quelle più invisibili, gli amori adolescenziali e quelli lunghi una vita;;;Narrativa contemporanea;3.89;2026-05-23;;;;;;;;Sala;
Il Ragazzini-Biagi Concise. Dizionario inglese-italiano italian-english dictionary (Italian Edition);Staff, Zanichelli;;;Copertina flessibile;;;;;9788808127679;;https://www.goodreads.com/book/show/40936378-il-ragazzini-biagi-concise-dizionario-inglese-italiano-italian-english;;;https://s.gr-assets.com/assets/nophoto/book/111x148-675b3b2743c83e96e2540d2929d5f4d2.png;;;;;0;2026-05-22;;;;;;;;Sala;
Il regno del Drago d'oro;"Allende, Isabel; Liverani, Elena";Feltrinelli;2003-10-13;Copertina rigida;254;Las memorias del Águila y del Jaguar;;Italiano;9788807420993;;https://www.amazon.it/dp/8807420996?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41ymXf8+I0L._SL500_.jpg;"Un piccolo e paradisiaco paese, il Regno Proibito, incastonato tra le montagne dell'Himalaya, che vive in uno splendido e pacifico isolamento da milleottocento anni; un monaco buddista che si sta occupando della formazione spirituale del giovane erede al trono; un prezioso oracolo in grado di predire il futuro in una lingua sconosciuta, quella anticamente usata dagli yeti. Questi sono gli ingredienti della nuova avventura che vede protagonisti Nadia e Alexander, questa volta alle prese con una pericolosa setta di sanguinari banditi indiani assoldata da un'organizzazione criminale internazionale per trafugare la preziosa statua dai poteri divinatori e per rapire il re che sa come interpellarla. Calati in una realtà completamente diversa da quella della loro cultura d'origine e da quella della selva amazzonica che avevano imparato a conoscere ne La città delle Bestie, i due piccoli eroi si misurano ora con la spiritualità orientale e con una natura affascinante e dirompente che viene miracolosamente preservata dalla saggezza di un popolo, attento interprete dei dettami buddisti che invitano al rispetto dell'ambiente e dell'altro. L'avidità occidentale – che in questa occasione si cela dietro l'insospettabile figura di un'affascinante esperta di tulipani – irrompe a turbare la quiete e Nadia e Alexander, coraggiosi, generosi e intrepidi, si troveranno coinvolti in un'avventura avvincente e dai risvolti emozionanti quanto imprevedibili, in cui saranno chiamati a combattere insieme a un lama, al giovane principe e agli yeti. Tra i picchi innevati, Nadia e Alexander verranno a conoscere i fondamenti della medicina orientale, delle arti marziali, del buddismo e, grazie al loro cuore semplice e curioso, entreranno rispettosamente in contatto con una cultura esemplare che arricchirà ulteriormente il loro innato desiderio di conoscere e comprendere ciò che è nuovo e diverso.";;;Narrativa contemporanea;3.89;2026-05-23;;;;;;;;Sala;
